,type_description,created_date,full_address,unit,city,zip_code,latitude,longitude,date,geometry
154,FLOODING / STANDING WATER - LOCALIZED,3/22/2021,5594 BLUE LAGOON DR,,Miami_Dade_County,33126,25.782205,-80.286455,2021-03-22,POINT (-80.286455 25.782205)
155,FLOODING / STANDING WATER - LOCALIZED,8/14/2018,5866 SW 62ND ST,,Miami_Dade_County,33143,25.71354,-80.289112,2018-08-14,POINT (-80.289112 25.71354)
156,FLOODING / STANDING WATER - LOCALIZED,6/19/2020,8325 SW 62ND CT,,Miami_Dade_County,33143,25.693475,-80.293631,2020-06-19,POINT (-80.293631 25.693475)
157,FLOODING / STANDING WATER - LOCALIZED,12/7/2017,NW 199TH ST & NW 43RD CT,,City_of_Miami_Gardens,33055,25.954404,-80.273168,2017-12-07,POINT (-80.273168 25.954404)
158,FLOODING / STANDING WATER - LOCALIZED,6/15/2020,3620 SW 129TH AVE,,Miami_Dade_County,33175,25.734385,-80.404177,2020-06-15,POINT (-80.404177 25.734385)
159,FLOODING / STANDING WATER - LOCALIZED,11/9/2020,1438 NW 102ND ST,,Miami_Dade_County,33147,25.867494,-80.222889,2020-11-09,POINT (-80.222889 25.867494)
160,FLOODING / STANDING WATER - LOCALIZED,9/14/2020,4865 NW 35TH AVE,,Miami_Dade_County,33142,25.818674,-80.252703,2020-09-14,POINT (-80.252703 25.818674)
161,FLOODING / STANDING WATER - LOCALIZED,6/18/2019,7910 SW 54TH CT,,Miami_Dade_County,33143,25.697833,-80.282685,2019-06-18,POINT (-80.282685 25.697833)
162,FLOODING / STANDING WATER - LOCALIZED,6/13/2020,2120 NW 66TH ST,,Miami_Dade_County,33147,25.834541,-80.231467,2020-06-13,POINT (-80.231467 25.834541)
163,FLOODING / STANDING WATER - LOCALIZED,11/19/2021,14922 SW 69TH ST,,Miami_Dade_County,33193,25.701681,-80.435682,2021-11-19,POINT (-80.435682 25.701681)
164,FLOODING / STANDING WATER - LOCALIZED,10/2/2020,3300 NW 38TH ST,,Miami_Dade_County,33142,25.810025,-80.250673,2020-10-02,POINT (-80.250673 25.810025)
165,FLOODING / STANDING WATER - LOCALIZED,11/10/2020,19304 NW 48TH AVE,,Miami_Dade_County,33055,25.949016,-80.280427,2020-11-10,POINT (-80.280427 25.949016)
166,FLOODING / STANDING WATER - LOCALIZED,6/13/2017,11301 SW 154TH ST,,Miami_Dade_County,33157,25.625831,-80.376892,2017-06-13,POINT (-80.376892 25.625831)
167,FLOODING / STANDING WATER - LOCALIZED,7/26/2022,7720 SW 17TH TER,,Miami_Dade_County,33155,25.753716,-80.321035,2022-07-26,POINT (-80.321035 25.753716)
168,FLOODING / STANDING WATER - LOCALIZED,12/15/2020,9431 SW 55TH ST,,Miami_Dade_County,33165,25.717515,-80.347638,2020-12-15,POINT (-80.347638 25.717515)
169,FLOODING / STANDING WATER - LOCALIZED,8/1/2017,2121 SW 37TH AVE,,City_of_Miami,33145,25.751422,-80.25438,2017-08-01,POINT (-80.25438 25.751422)
170,FLOODING / STANDING WATER - LOCALIZED,9/26/2016,11885 SW 184TH ST,,Miami_Dade_County,33177,25.596982,-80.384712,2016-09-26,POINT (-80.384712 25.596982)
171,FLOODING / STANDING WATER - LOCALIZED,5/10/2021,5876 SW 25TH ST,,Miami_Dade_County,33155,25.74714,-80.290824,2021-05-10,POINT (-80.290824 25.74714)
172,FLOODING / STANDING WATER - LOCALIZED,1/15/2019,3015 NW 81ST TER,,Miami_Dade_County,33147,25.848312,-80.246329,2019-01-15,POINT (-80.246329 25.848312)
173,FLOODING / STANDING WATER - LOCALIZED,9/27/2022,7645 NW 2ND TER,,Miami_Dade_County,33126,25.772555,-80.318627,2022-09-27,POINT (-80.318627 25.772555)
174,FLOODING / STANDING WATER - LOCALIZED,12/23/2019,8301 NW 1ST AVE,,Miami_Dade_County,33150,25.851316,-80.198895,2019-12-23,POINT (-80.198895 25.851316)
175,FLOODING / STANDING WATER - LOCALIZED,5/17/2018,6202 SW 127TH AVE,,Miami_Dade_County,33183,25.709451,-80.398864,2018-05-17,POINT (-80.398864 25.709451)
176,FLOODING / STANDING WATER - LOCALIZED,8/29/2017,6895 SW 39TH ST,,Miami_Dade_County,33155,25.735132,-80.306641,2017-08-29,POINT (-80.306641 25.735132)
177,FLOODING / STANDING WATER - LOCALIZED,9/3/2021,7540 SW 84TH CT,,Miami_Dade_County,33143,25.699058,-80.33074,2021-09-03,POINT (-80.33074 25.699058)
178,FLOODING / STANDING WATER - LOCALIZED,4/16/2021,19462 NW 62ND CT,,Miami_Dade_County,33015,25.949167,-80.301786,2021-04-16,POINT (-80.301786 25.949167)
179,FLOODING / STANDING WATER - LOCALIZED,1/27/2022,3672 NW 99TH ST,,Miami_Dade_County,33147,25.864108,-80.25816,2022-01-27,POINT (-80.25816 25.864108)
180,FLOODING / STANDING WATER - LOCALIZED,9/28/2022,1891 NW 62ND ST,,Miami_Dade_County,33147,25.831856,-80.228528,2022-09-28,POINT (-80.228528 25.831856)
181,FLOODING / STANDING WATER - LOCALIZED,2/12/2016,4180 SW 70TH CT,,Miami_Dade_County,33155,25.731545,-80.308222,2016-02-12,POINT (-80.308222 25.731545)
182,FLOODING / STANDING WATER - LOCALIZED,1/28/2016,13721 HARRISON ST,,Miami_Dade_County,33176,25.640977,-80.376667,2016-01-28,POINT (-80.376667 25.640977)
183,FLOODING / STANDING WATER - LOCALIZED,9/23/2016,9401 SW 16TH ST,,Miami_Dade_County,33165,25.754864,-80.348107,2016-09-23,POINT (-80.348107 25.754864)
184,FLOODING / STANDING WATER - LOCALIZED,6/11/2020,2419 NW 90TH ST,,Miami_Dade_County,33147,25.856444,-80.238439,2020-06-11,POINT (-80.238439 25.856444)
185,FLOODING / STANDING WATER - LOCALIZED,1/15/2016,4600 NW 97TH AVE,,City_of_Doral,33178,25.815243,-80.353423,2016-01-15,POINT (-80.353423 25.815243)
186,FLOODING / STANDING WATER - LOCALIZED,5/25/2016,8740 SW 48TH ST,,Miami_Dade_County,33165,25.723779,-80.336261,2016-05-25,POINT (-80.336261 25.723779)
187,FLOODING / STANDING WATER - LOCALIZED,9/29/2022,14340 NE 18TH AVE,,Miami_Dade_County,33181,25.908321,-80.163397,2022-09-29,POINT (-80.163397 25.908321)
188,FLOODING / STANDING WATER - LOCALIZED,11/13/2020,341 IVES DAIRY RD,,Miami_Dade_County,33179,25.9596,-80.193359,2020-11-13,POINT (-80.193359 25.9596)
189,FLOODING / STANDING WATER - LOCALIZED,6/9/2020,16551 NW 122ND AVE,,Miami_Dade_County,33018,25.923368,-80.397256,2020-06-09,POINT (-80.397256 25.923368)
190,FLOODING / STANDING WATER - LOCALIZED,2/23/2016,4833 SW 127TH PL,,Miami_Dade_County,33175,25.720501,-80.400261,2016-02-23,POINT (-80.400261 25.720501)
191,FLOODING / STANDING WATER - LOCALIZED,12/19/2016,9331 SW 22ND TER,,Miami_Dade_County,33165,25.749059,-80.346089,2016-12-19,POINT (-80.346089 25.749059)
192,FLOODING / STANDING WATER - LOCALIZED,10/4/2017,SW 127TH AVE & SW 8TH ST,,Miami_Dade_County,33184,25.760969,-80.400788,2017-10-04,POINT (-80.400788 25.760969)
193,FLOODING / STANDING WATER - LOCALIZED,3/31/2023,7345 SW 49TH AVE,,Miami_Dade_County,33143,25.703343,-80.272529,2023-03-31,POINT (-80.272529 25.703343)
194,FLOODING / STANDING WATER - LOCALIZED,6/7/2016,7711 SW 18TH TER,,Miami_Dade_County,33155,25.753444,-80.320829,2016-06-07,POINT (-80.320829 25.753444)
195,FLOODING / STANDING WATER - LOCALIZED,12/23/2019,19406 NE 19TH CT,,Miami_Dade_County,33179,25.95437,-80.16301,2019-12-23,POINT (-80.16301 25.95437)
196,FLOODING / STANDING WATER - LOCALIZED,9/24/2018,250 SW 84TH AVE,,Miami_Dade_County,33144,25.767125,-80.332516,2018-09-24,POINT (-80.332516 25.767125)
197,FLOODING / STANDING WATER - LOCALIZED,11/16/2023,4951 NW 188TH TER,,Miami_Dade_County,33055,25.944977,-80.283365,2023-11-16,POINT (-80.283365 25.944977)
198,FLOODING / STANDING WATER - LOCALIZED,2/20/2024,9833 SW 159TH AVE,,Miami_Dade_County,33196,25.674722,-80.453175,2024-02-20,POINT (-80.453175 25.674722)
199,FLOODING / STANDING WATER - LOCALIZED,11/10/2020,NW 186TH ST & NW 67TH AVE,,Miami_Dade_County,33015,25.942382,-80.306939,2020-11-10,POINT (-80.306939 25.942382)
200,FLOODING / STANDING WATER - LOCALIZED,7/26/2017,8773 NW 178TH ST,,Miami_Dade_County,33018,25.935319,-80.343373,2017-07-26,POINT (-80.343373 25.935319)
201,FLOODING / STANDING WATER - LOCALIZED,10/1/2020,13400 SW 248TH ST,,Miami_Dade_County,33032,25.536252,-80.410119,2020-10-01,POINT (-80.410119 25.536252)
202,FLOODING / STANDING WATER - LOCALIZED,8/7/2019,6023 SW 130TH AVE,,Miami_Dade_County,33183,25.711985,-80.40453,2019-08-07,POINT (-80.40453 25.711985)
203,FLOODING / STANDING WATER - LOCALIZED,7/13/2018,2454 NW 89TH TER,,Miami_Dade_County,33147,25.855527,-80.239112,2018-07-13,POINT (-80.239112 25.855527)
204,FLOODING / STANDING WATER - LOCALIZED,9/6/2017,11811 SW 173RD ST,,Miami_Dade_County,33177,25.607958,-80.384115,2017-09-06,POINT (-80.384115 25.607958)
205,FLOODING / STANDING WATER - LOCALIZED,5/27/2020,400 NORTHWEST BLVD,,Miami_Dade_County,33126,25.774374,-80.318709,2020-05-27,POINT (-80.318709 25.774374)
206,FLOODING / STANDING WATER - LOCALIZED,6/4/2022,1401 NE 118TH ST,,Miami_Dade_County,33161,25.884298,-80.169879,2022-06-04,POINT (-80.169879 25.884298)
207,FLOODING / STANDING WATER - LOCALIZED,8/8/2019,10385 SW 149TH TER,,Miami_Dade_County,33176,25.630574,-80.362204,2019-08-08,POINT (-80.362204 25.630574)
208,FLOODING / STANDING WATER - LOCALIZED,2/22/2018,14600 SW 44TH ST,,Miami_Dade_County,33175,25.726455,-80.43052,2018-02-22,POINT (-80.43052 25.726455)
209,FLOODING / STANDING WATER - LOCALIZED,11/13/2020,240 NW 147TH ST,,Miami_Dade_County,33168,25.90938,-80.204454,2020-11-13,POINT (-80.204454 25.90938)
210,FLOODING / STANDING WATER - LOCALIZED,7/21/2020,NW 1ST PL & NW 15TH ST,,City_of_Miami,33136,25.789263,-80.198319,2020-07-21,POINT (-80.198319 25.789263)
211,FLOODING / STANDING WATER - LOCALIZED,11/2/2017,2115 NW 71ST ST,,Miami_Dade_County,33147,25.839555,-80.23159,2017-11-02,POINT (-80.23159 25.839555)
212,FLOODING / STANDING WATER - LOCALIZED,11/16/2023,5710 NW 199TH ST,,Miami_Dade_County,33015,25.953227,-80.295264,2023-11-16,POINT (-80.295264 25.953227)
213,FLOODING / STANDING WATER - LOCALIZED,5/27/2020,3364 NW 34TH ST,,Miami_Dade_County,33142,25.806603,-80.251694,2020-05-27,POINT (-80.251694 25.806603)
214,FLOODING / STANDING WATER - LOCALIZED,9/10/2018,250 SW 84TH AVE,,Miami_Dade_County,33144,25.767125,-80.332516,2018-09-10,POINT (-80.332516 25.767125)
215,FLOODING / STANDING WATER - LOCALIZED,6/4/2022,SW 280TH ST & SW 132ND AVE,,Miami_Dade_County,33032,25.507102,-80.404243,2022-06-04,POINT (-80.404243 25.507102)
216,FLOODING / STANDING WATER - LOCALIZED,10/12/2021,2271 NW 61ST ST,,Miami_Dade_County,33142,25.830702,-80.234569,2021-10-12,POINT (-80.234569 25.830702)
217,FLOODING / STANDING WATER - LOCALIZED,12/23/2016,12321 SW 105TH ST,,Miami_Dade_County,33186,25.66976,-80.393962,2016-12-23,POINT (-80.393962 25.66976)
218,FLOODING / STANDING WATER - LOCALIZED,6/9/2022,22630 SW 113TH CT,,Miami_Dade_County,33170,25.556563,-80.374779,2022-06-09,POINT (-80.374779 25.556563)
219,FLOODING / STANDING WATER - LOCALIZED,6/19/2018,2990 NW 83RD TER,,Miami_Dade_County,33147,25.850114,-80.245694,2018-06-19,POINT (-80.245694 25.850114)
220,FLOODING / STANDING WATER - LOCALIZED,5/27/2020,7900 NW 201ST TER,,Miami_Dade_County,33015,25.956108,-80.331026,2020-05-27,POINT (-80.331026 25.956108)
221,FLOODING / STANDING WATER - LOCALIZED,6/5/2018,2525 NW 47TH ST,,Miami_Dade_County,33142,25.817745,-80.239199,2018-06-05,POINT (-80.239199 25.817745)
222,FLOODING / STANDING WATER - LOCALIZED,11/16/2023,15800 N MIAMI AVE,,Miami_Dade_County,33169,25.920046,-80.200269,2023-11-16,POINT (-80.200269 25.920046)
223,FLOODING / STANDING WATER - LOCALIZED,9/1/2023,14403 SW 23RD TER,,Miami_Dade_County,33175,25.745597,-80.42849,2023-09-01,POINT (-80.42849 25.745597)
224,FLOODING / STANDING WATER - LOCALIZED,5/16/2018,SW 162ND AVE & SW 99TH ST,,Miami_Dade_County,33196,25.673786,-80.457498,2018-05-16,POINT (-80.457498 25.673786)
225,FLOODING / STANDING WATER - LOCALIZED,1/4/2016,10415 NW 30TH PL,,Miami_Dade_County,33147,25.869433,-80.248116,2016-01-04,POINT (-80.248116 25.869433)
226,FLOODING / STANDING WATER - LOCALIZED,11/27/2017,1521 NE 148TH ST,,Miami_Dade_County,33161,25.91216,-80.168858,2017-11-27,POINT (-80.168858 25.91216)
227,FLOODING / STANDING WATER - LOCALIZED,5/27/2020,7600 NW 29TH CT,,Miami_Dade_County,33147,25.843643,-80.244832,2020-05-27,POINT (-80.244832 25.843643)
228,FLOODING / STANDING WATER - LOCALIZED,4/13/2023,SW 67TH AVE & SW 6TH ST,,City_of_Miami,33144,25.764967,-80.303963,2023-04-13,POINT (-80.303963 25.764967)
229,FLOODING / STANDING WATER - LOCALIZED,8/23/2017,840 CORAL WAY,,City_of_Coral_Gables,33134,25.748562,-80.272594,2017-08-23,POINT (-80.272594 25.748562)
230,FLOODING / STANDING WATER - LOCALIZED,5/27/2020,5149 NW 74TH AVE,,Miami_Dade_County,33166,25.820365,-80.315769,2020-05-27,POINT (-80.315769 25.820365)
231,FLOODING / STANDING WATER - LOCALIZED,6/7/2022,560 W 65TH DR,,City_of_Hialeah,33012,25.881037,-80.294975,2022-06-07,POINT (-80.294975 25.881037)
232,FLOODING / STANDING WATER - LOCALIZED,12/23/2019,2602 NE 204TH TER,,Miami_Dade_County,33180,25.964461,-80.149359,2019-12-23,POINT (-80.149359 25.964461)
233,FLOODING / STANDING WATER - LOCALIZED,6/3/2020,9200 LITTLE RIVER DR,,Miami_Dade_County,33147,25.858596,-80.221797,2020-06-03,POINT (-80.221797 25.858596)
234,FLOODING / STANDING WATER - LOCALIZED,4/7/2016,15969 SW 149TH TER,,Miami_Dade_County,33196,25.627932,-80.452926,2016-04-07,POINT (-80.452926 25.627932)
235,FLOODING / STANDING WATER - LOCALIZED,8/27/2018,BLUE LAGOON DR & NW 65TH AVE,,Miami_Dade_County,33126,25.782992,-80.301493,2018-08-27,POINT (-80.301493 25.782992)
236,FLOODING / STANDING WATER - LOCALIZED,3/9/2017,275 NE 154TH ST,,Miami_Dade_County,33162,25.917004,-80.193991,2017-03-09,POINT (-80.193991 25.917004)
237,FLOODING / STANDING WATER - LOCALIZED,11/13/2020,2300 NW 89TH TER,,Miami_Dade_County,33147,25.855849,-80.236134,2020-11-13,POINT (-80.236134 25.855849)
238,FLOODING / STANDING WATER - LOCALIZED,10/5/2017,8220 SW 56TH ST,,Miami_Dade_County,33155,25.716752,-80.327282,2017-10-05,POINT (-80.327282 25.716752)
239,FLOODING / STANDING WATER - LOCALIZED,11/27/2018,12925 NW 1ST CT,,Miami_Dade_County,33168,25.893547,-80.201622,2018-11-27,POINT (-80.201622 25.893547)
240,FLOODING / STANDING WATER - LOCALIZED,6/3/2022,20020 SW 130TH AVE,,Miami_Dade_County,33177,25.580095,-80.403216,2022-06-03,POINT (-80.403216 25.580095)
241,FLOODING / STANDING WATER - LOCALIZED,11/9/2020,2020 NE 197TH TER,,Miami_Dade_County,33179,25.957314,-80.160682,2020-11-09,POINT (-80.160682 25.957314)
242,FLOODING / STANDING WATER - LOCALIZED,3/14/2022,275 NE 154TH ST,,Miami_Dade_County,33162,25.916783,-80.193969,2022-03-14,POINT (-80.193969 25.916783)
243,FLOODING / STANDING WATER - LOCALIZED,3/19/2021,629 SUNSET DR,,City_of_Coral_Gables,33143,25.705487,-80.266422,2021-03-19,POINT (-80.266422 25.705487)
244,FLOODING / STANDING WATER - LOCALIZED,11/13/2020,5851 NW 191ST TER,,Miami_Dade_County,33015,25.947483,-80.296719,2020-11-13,POINT (-80.296719 25.947483)
245,FLOODING / STANDING WATER - LOCALIZED,9/30/2023,11220 SW 50TH ST,,Miami_Dade_County,33165,25.720556,-80.375632,2023-09-30,POINT (-80.375632 25.720556)
246,FLOODING / STANDING WATER - LOCALIZED,11/9/2020,17831 NW 52ND AVE,,Miami_Dade_County,33055,25.93558,-80.285001,2020-11-09,POINT (-80.285001 25.93558)
247,FLOODING / STANDING WATER - LOCALIZED,6/4/2022,17116 SW 145TH AVE,,Miami_Dade_County,33177,25.608443,-80.427814,2022-06-04,POINT (-80.427814 25.608443)
248,FLOODING / STANDING WATER - LOCALIZED,2/7/2023,1248 NE 89TH ST,,Miami_Dade_County,33138,25.856952,-80.171764,2023-02-07,POINT (-80.171764 25.856952)
249,FLOODING / STANDING WATER - LOCALIZED,3/18/2022,718 NW 127TH PL,,Miami_Dade_County,33182,25.774902,-80.402468,2022-03-18,POINT (-80.402468 25.774902)
250,FLOODING / STANDING WATER - LOCALIZED,2/12/2016,252 NW 82ND TER,,Miami_Dade_County,33150,25.850169,-80.202246,2016-02-12,POINT (-80.202246 25.850169)
251,FLOODING / STANDING WATER - LOCALIZED,5/13/2019,3661 NW 99TH ST,,Miami_Dade_County,33147,25.864508,-80.258026,2019-05-13,POINT (-80.258026 25.864508)
252,FLOODING / STANDING WATER - LOCALIZED,10/20/2016,19961 SW 129TH AVE,,Miami_Dade_County,33177,25.581143,-80.40049,2016-10-20,POINT (-80.40049 25.581143)
253,FLOODING / STANDING WATER - LOCALIZED,10/5/2017,12262 SW 131ST AVE,6,Miami_Dade_County,33186,25.654113,-80.406811,2017-10-05,POINT (-80.406811 25.654113)
254,FLOODING / STANDING WATER - LOCALIZED,11/9/2020,19730 NW 58TH AVE,,Miami_Dade_County,33015,25.95184,-80.296972,2020-11-09,POINT (-80.296972 25.95184)
255,FLOODING / STANDING WATER - LOCALIZED,6/3/2020,8420 NW 10TH AVE,,Miami_Dade_County,33150,25.852409,-80.213716,2020-06-03,POINT (-80.213716 25.852409)
256,FLOODING / STANDING WATER - LOCALIZED,8/10/2017,3320 NW 83RD ST,,Miami_Dade_County,33147,25.849194,-80.252329,2017-08-10,POINT (-80.252329 25.849194)
257,FLOODING / STANDING WATER - LOCALIZED,8/27/2019,2796 NW 26TH ST,,Miami_Dade_County,33142,25.799596,-80.241847,2019-08-27,POINT (-80.241847 25.799596)
258,FLOODING / STANDING WATER - LOCALIZED,6/11/2022,9445 SW 126TH TER,,Miami_Dade_County,33176,25.652581,-80.3473,2022-06-11,POINT (-80.3473 25.652581)
259,FLOODING / STANDING WATER - LOCALIZED,7/27/2018,8504 SW 102ND PL,,Miami_Dade_County,33173,25.689771,-80.359347,2018-07-27,POINT (-80.359347 25.689771)
260,FLOODING / STANDING WATER - LOCALIZED,5/29/2020,1258 NW 100TH TER,,Miami_Dade_County,33147,25.866403,-80.219194,2020-05-29,POINT (-80.219194 25.866403)
261,FLOODING / STANDING WATER - LOCALIZED,12/14/2021,NW 10TH ST & NW 82ND AVE,,Miami_Dade_County,33126,25.780507,-80.328515,2021-12-14,POINT (-80.328515 25.780507)
262,FLOODING / STANDING WATER - LOCALIZED,6/19/2019,644 NE 149TH ST,,Miami_Dade_County,33161,25.912098,-80.186284,2019-06-19,POINT (-80.186284 25.912098)
263,FLOODING / STANDING WATER - LOCALIZED,7/27/2018,12731 SW 108TH ST,,Miami_Dade_County,33186,25.667842,-80.40101,2018-07-27,POINT (-80.40101 25.667842)
264,FLOODING / STANDING WATER - LOCALIZED,5/24/2020,10221 SW 13TH ST,,Miami_Dade_County,33174,25.757343,-80.360894,2020-05-24,POINT (-80.360894 25.757343)
265,FLOODING / STANDING WATER - LOCALIZED,6/13/2023,11800 SW 183RD ST,,Miami_Dade_County,33177,25.598066,-80.383184,2023-06-13,POINT (-80.383184 25.598066)
266,FLOODING / STANDING WATER - LOCALIZED,10/5/2017,1765 NW 109TH ST,,Miami_Dade_County,33167,25.87388,-80.227935,2017-10-05,POINT (-80.227935 25.87388)
267,FLOODING / STANDING WATER - LOCALIZED,7/1/2016,6200 SNAPPER CREEK DR,,Miami_Dade_County,33143,25.691818,-80.293197,2016-07-01,POINT (-80.293197 25.691818)
268,FLOODING / STANDING WATER - LOCALIZED,9/23/2021,3175 NW 88TH ST,,Miami_Dade_County,33147,25.854823,-80.249823,2021-09-23,POINT (-80.249823 25.854823)
269,FLOODING / STANDING WATER - LOCALIZED,9/14/2021,8235 SW 2ND ST,,Miami_Dade_County,33144,25.768088,-80.329179,2021-09-14,POINT (-80.329179 25.768088)
270,FLOODING / STANDING WATER - LOCALIZED,9/29/2017,250 W PARK DR,2,Miami_Dade_County,33172,25.770934,-80.36334,2017-09-29,POINT (-80.36334 25.770934)
271,FLOODING / STANDING WATER - LOCALIZED,7/21/2016,8925 SW 96TH AVE,,Miami_Dade_County,33176,25.686198,-80.349242,2016-07-21,POINT (-80.349242 25.686198)
272,FLOODING / STANDING WATER - LOCALIZED,9/14/2017,13620 NE MIAMI CT,,Miami_Dade_County,33161,25.900284,-80.198321,2017-09-14,POINT (-80.198321 25.900284)
273,FLOODING / STANDING WATER - LOCALIZED,5/6/2019,9341 SW 84TH AVE,,Miami_Dade_County,33156,25.683237,-80.331105,2019-05-06,POINT (-80.331105 25.683237)
274,FLOODING / STANDING WATER - LOCALIZED,8/3/2016,11612 SW 127TH TER,,Miami_Dade_County,33176,25.648777,-80.382039,2016-08-03,POINT (-80.382039 25.648777)
275,FLOODING / STANDING WATER - LOCALIZED,5/27/2020,8200 NW 8TH ST,,Miami_Dade_County,33126,25.777727,-80.328651,2020-05-27,POINT (-80.328651 25.777727)
276,FLOODING / STANDING WATER - LOCALIZED,6/27/2017,11980 SW 182ND TER,,Miami_Dade_County,33177,25.598657,-80.386809,2017-06-27,POINT (-80.386809 25.598657)
277,FLOODING / STANDING WATER - LOCALIZED,11/17/2016,6555 SW 26TH ST,,Miami_Dade_County,33155,25.746379,-80.302978,2016-11-17,POINT (-80.302978 25.746379)
278,FLOODING / STANDING WATER - LOCALIZED,8/15/2018,1150 NE 169TH TER,,Miami_Dade_County,33162,25.931145,-80.176954,2018-08-15,POINT (-80.176954 25.931145)
279,FLOODING / STANDING WATER - LOCALIZED,10/2/2023,19266 NE 10TH AVE,,Miami_Dade_County,33179,25.95412,-80.181741,2023-10-02,POINT (-80.181741 25.95412)
280,FLOODING / STANDING WATER - LOCALIZED,9/9/2016,7414 SW 128TH CT,,Miami_Dade_County,33183,25.698541,-80.402229,2016-09-09,POINT (-80.402229 25.698541)
281,FLOODING / STANDING WATER - LOCALIZED,4/25/2017,7275 NW 61ST ST,,Miami_Dade_County,33166,25.829193,-80.31539,2017-04-25,POINT (-80.31539 25.829193)
282,FLOODING / STANDING WATER - LOCALIZED,1/15/2016,7900 NW 58TH ST,,City_of_Doral,33166,25.825705,-80.326242,2016-01-15,POINT (-80.326242 25.825705)
283,FLOODING / STANDING WATER - LOCALIZED,10/2/2023,1339 S VENETIAN WAY,,City_of_Miami,33139,25.790252,-80.168051,2023-10-02,POINT (-80.168051 25.790252)
284,FLOODING / STANDING WATER - LOCALIZED,5/21/2019,7945 SW 146TH CT,,Miami_Dade_County,33183,25.692936,-80.429493,2019-05-21,POINT (-80.429493 25.692936)
285,FLOODING / STANDING WATER - LOCALIZED,11/9/2020,1589 NE 110TH ST,,Miami_Dade_County,33161,25.877064,-80.166093,2020-11-09,POINT (-80.166093 25.877064)
286,FLOODING / STANDING WATER - LOCALIZED,9/30/2022,365 NW 80TH ST,,Miami_Dade_County,33150,25.848231,-80.203002,2022-09-30,POINT (-80.203002 25.848231)
287,FLOODING / STANDING WATER - LOCALIZED,7/16/2020,16650 W DIXIE HWY,,City_of_North_Miami_Beach,33160,25.929001,-80.156495,2020-07-16,POINT (-80.156495 25.929001)
288,FLOODING / STANDING WATER - LOCALIZED,5/27/2020,1362 NW 102ND ST,,Miami_Dade_County,33147,25.867756,-80.22129,2020-05-27,POINT (-80.22129 25.867756)
289,FLOODING / STANDING WATER - LOCALIZED,6/8/2017,15700 SW 102ND CT,,Miami_Dade_County,33157,25.623959,-80.358865,2017-06-08,POINT (-80.358865 25.623959)
290,FLOODING / STANDING WATER - LOCALIZED,8/30/2016,4278 SW 9TH TER,,Miami_Dade_County,33134,25.762719,-80.264831,2016-08-30,POINT (-80.264831 25.762719)
291,FLOODING / STANDING WATER - LOCALIZED,7/13/2017,7139 SW 148TH PL,,Miami_Dade_County,33193,25.700043,-80.433997,2017-07-13,POINT (-80.433997 25.700043)
292,FLOODING / STANDING WATER - LOCALIZED,8/5/2020,9900 SW 3RD ST,,Miami_Dade_County,33174,25.765838,-80.356882,2020-08-05,POINT (-80.356882 25.765838)
293,FLOODING / STANDING WATER - LOCALIZED,8/15/2019,11580 SW 125TH ST,,Miami_Dade_County,33176,25.653522,-80.380776,2019-08-15,POINT (-80.380776 25.653522)
294,FLOODING / STANDING WATER - LOCALIZED,6/7/2022,24044 SW 107TH CT,,Miami_Dade_County,33032,25.543785,-80.36487,2022-06-07,POINT (-80.36487 25.543785)
295,FLOODING / STANDING WATER - LOCALIZED,9/14/2017,11516 SW 127TH TER,,Miami_Dade_County,33176,25.649009,-80.381214,2017-09-14,POINT (-80.381214 25.649009)
